UPOS	SPOS	EqlNumUPOS	EqlNumSPOS	gender1M2F	number1S2P	polarity1p2n3nu	Positive-Sentiment	Negative-Sentiment	Neutral-Sentiment	Morpho1P2S0N	complexword	compoundword	Reduplicatedword	Lema	Diac	Infinitive	UnigramProb	Token
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	آڻي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	دورن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	قومن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.001	بقا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0007	سڌاري
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	معيار
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
VERB	فعل	4	4	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	رهيا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	دورن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	قومن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.001	بقا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0007	سڌاري
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	معيار
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مختلف
VERB	فعل	4	4	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	رهيا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	محنتي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ڪڏهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0007	ناڪام
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	0	0	0	0.0002	ناهن
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	ٿيندا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	محنت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	1	1	0	0	2	1	0	0	1	0	0	0.0008	ڪاميابي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0024	ڏيڻ
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0011	ڌڻي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	محمد
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	علي
ADJ	صفت	5	5	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0017	ٻار
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	محمد
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	علي
ADJ	صفت	5	5	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	ڏاهو
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	ڇوڪر
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	مٺي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	زبان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	وارو
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	هرهنڌ
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	ساراهيو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0019	وڃي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	اخلاق
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0011	خوبصورت
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0007	بڻائي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.002	ماڻهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0002	چوڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0008	باوجود
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0021	ڇڏيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مان
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	هينئر
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	گھران
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	اچان
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	مائٽن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0027	عزت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	ڏي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0008	توکي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0027	عزت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0026	ملي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	1	0	0.0019	ماءُ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	پيرن
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0002	هيٺيان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0011	جنت
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	1	0	0.0019	ماءُ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	پيار
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
VERB	فعل	4	4	1	1	3	0	0	3	1	0	0	0	0	0	1	0.0002	ڄمڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	1	0.0002	مرڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	تائين
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	وسرندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	لوهر
PROPN	اسم خاص	3	3	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	پينگھو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	ٺاهي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	لوهارڪي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هٿ
ADJ	صفت	5	5	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0007	سخت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0029	ٿئي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	لڳي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0027	رهي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	آ
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	ٿڌڙي
PROPN	اسم خاص	3	3	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	هير
SYM	نشاني	16	16	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0011	!
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	گوپال
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	سڏ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	ڪيم
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	پر
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	هليو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ويو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	گوپال
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	سڏ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	ڪيم
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	پر
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اسلم
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	هليو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ويو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	گھڻوڪري
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
NOUN	اسم	1	1	0	1	2	0	2	0	2	0	1	0	0	0	0	0.0002	لاتعلقي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	اظهار
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	1	0	0	0.0005	ذميواري
ADV	ظرف	7	7	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0004	نٿا
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	نڀائين
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	گلن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	0	1	0	0.0014	خوشبوءِ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	ماحول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	معطر
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ڇڏي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	گلن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	0	1	0	0.0014	خوشبوءِ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	ماحول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	بهتر
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ڇڏي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	گلن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	0	1	0	0.0014	خوشبوءِ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	ماحول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	خوشگوار
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ڇڏي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	گلن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	0	1	0	0.0014	خوشبوءِ
NOUN	اسم	1	1	0	1	3	0	0	3	2	0	1	0	1	1	0	0.0002	آسپاس
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	ماحول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0017	ڇڏي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	گلابي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	رنگ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	چادر
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0014	سٺي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0011	گلاب
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	گل
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	0	0	0	0.0019	بهترين
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0011	گلاب
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	گرمي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0019	پاڻي
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0026	گھڻو
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	پيئجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	گدڙ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	سئو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	سال
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	شينهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	ڏينهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	بهتر
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ڪو
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	ڪيئن
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.001	چوي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ڪو
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	ڪيئن
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.001	چوي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مان
DET	ضمير اشارو			0	1	1	1	0	0	2	0	1	0	0	0	0	0.0002	جوئي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0019	آهيان
PRON	ضمير	2	2	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0002	سوئي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0019	آهيان
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	ڪنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0007	ڌوڪو
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0024	ڏيڻ
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	اصل
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
